movieId,title,genres,imdbId,tmdbId
49,When Night Is Falling (1995),Drama|Romance,114916.0,8391.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814.0,629.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819.0,11448.0
53,Lamerica (1994),Adventure|Drama,110299.0,49133.0
54,"Big Green, The (1995)",Children|Comedy,112499.0,26441.0
55,Georgia (1995),Drama,113158.0,97406.0
57,Home for the Holidays (1995),Drama,113321.0,9089.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877.0,11010.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419.0,11359.0
61,Eye for an Eye (1996),Drama|Thriller,116260.0,17182.0
62,Mr. Holland's Opus (1995),Drama,113862.0,2054.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126.0,10607.0
64,Two if by Sea (1996),Comedy|Romance,118002.0,19760.0
65,Bio-Dome (1996),Comedy,115683.0,9536.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839.0,11525.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149.0,4482.0
69,Friday (1995),Comedy,113118.0,10634.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367.0,755.0
71,Fair Game (1995),Action,113010.0,11859.0
72,Kicking and Screaming (1995),Comedy|Drama,113537.0,28387.0
73,"Misérables, Les (1995)",Drama|War,113828.0,48750.0
74,Bed of Roses (1996),Drama|Romance,115644.0,20927.0
75,Big Bully (1996),Comedy|Drama,115676.0,36929.0
76,Screamers (1995),Action|Sci-Fi|Thriller,114367.0,9102.0
77,Nico Icon (1995),Documentary,113973.0,124626.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744.0,27526.0
79,"Juror, The (1996)",Drama|Thriller,116731.0,9623.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445.0,46785.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660.0,400.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379.0,880.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039.0,146599.0
85,Angels and Insects (1995),Drama|Romance,112365.0,8447.0
86,White Squall (1996),Action|Adventure|Drama,118158.0,10534.0
87,Dunston Checks In (1996),Children|Comedy,116151.0,17414.0
88,Black Sheep (1996),Comedy,115697.0,13997.0
89,Nick of Time (1995),Action|Thriller,113972.0,2086.0
92,Mary Reilly (1996),Drama|Horror|Thriller,117002.0,9095.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825.0,12158.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639.0,9283.0
95,Broken Arrow (1996),Action|Adventure|Thriller,115759.0,9208.0
96,In the Bleak Midwinter (1995),Comedy|Drama,113403.0,40154.0
97,"Hate (Haine, La) (1995)",Crime|Drama,113247.0,406.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283.0,63076.0
100,City Hall (1996),Drama|Thriller,115907.0,11062.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734.0,13685.0
102,Mr. Wrong (1996),Comedy,117102.0,47475.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040.0,2045.0
104,Happy Gilmore (1996),Comedy,116483.0,9614.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579.0,688.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251.0,11907.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110.0,10874.0
108,Catwalk (1996),Documentary,112646.0,89333.0
110,Braveheart (1995),Action|Drama|War,112573.0,197.0
111,Taxi Driver (1976),Crime|Drama|Thriller,75314.0,103.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326.0,33542.0
113,Before and After (1996),Drama|Mystery,115645.0,43566.0
116,Anne Frank Remembered (1995),Documentary,112373.0,51352.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033.0,16934.0
118,If Lucy Fell (1996),Comedy|Romance,116606.0,10324.0
119,"Steal Big, Steal Little (1995)",Comedy,114536.0,78406.0
121,"Boys of St. Vincent, The (1992)",Drama,106473.0,32119.0
122,Boomerang (1992),Comedy|Romance,103859.0,11066.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424.0,11104.0
125,Flirting With Disaster (1996),Comedy,116324.0,2074.0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647.0,27793.0
128,Jupiter's Wife (1994),Documentary,110217.0,290157.0
129,Pie in the Sky (1996),Comedy|Romance,114131.0,110972.0
132,Jade (1995),Thriller,113451.0,11863.0
135,Down Periscope (1996),Comedy,116130.0,9101.0
137,Man of the Year (1995),Documentary,113756.0,5757.0
140,Up Close and Personal (1996),Drama|Romance,118055.0,9302.0
141,"Birdcage, The (1996)",Comedy,115685.0,11000.0
144,"Brothers McMullen, The (1995)",Comedy,112585.0,16388.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442.0,9737.0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342.0,30765.0
147,"Basketball Diaries, The (1995)",Drama,112461.0,10474.0
148,"Awfully Big Adventure, An (1995)",Drama,112427.0,22279.0
149,Amateur (1994),Crime|Drama|Thriller,109093.0,30157.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384.0,568.0
151,Rob Roy (1995),Action|Drama|Romance|War,114287.0,11780.0
152,"Addiction, The (1995)",Drama|Horror,112288.0,34996.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462.0,414.0
154,Beauty of the Day (Belle de jour) (1967),Drama,61395.0,649.0
155,Beyond Rangoon (1995),Adventure|Drama|War,112495.0,1873.0
156,Blue in the Face (1995),Comedy|Drama,112541.0,5894.0
157,Canadian Bacon (1995),Comedy|War,109370.0,1775.0
158,Casper (1995),Adventure|Children,112642.0,8839.0
159,Clockers (1995),Crime|Drama|Mystery,112688.0,20649.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715.0,10329.0
161,Crimson Tide (1995),Drama|Thriller|War,112740.0,8963.0
162,Crumb (1994),Documentary,109508.0,26564.0
163,Desperado (1995),Action|Romance|Western,112851.0,8068.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857.0,8512.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864.0,1572.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887.0,13552.0
168,First Knight (1995),Action|Drama|Romance,113071.0,6520.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114.0,9073.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243.0,10428.0
171,Jeffrey (1995),Comedy|Drama,113464.0,17447.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481.0,9886.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492.0,9482.0
174,Jury Duty (1995),Comedy,113500.0,19326.0
175,Kids (1995),Drama,113540.0,9344.0
176,Living in Oblivion (1995),Comedy,113677.0,9071.0
177,Lord of Illusions (1995),Horror,113690.0,8973.0
178,Love & Human Remains (1993),Comedy|Drama,107447.0,15730.0
179,Mad Love (1995),Drama|Romance,113729.0,47608.0
180,Mallrats (1995),Comedy|Romance,113749.0,2293.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820.0,9070.0
183,Mute Witness (1994),Comedy|Horror|Thriller,110604.0,48787.0
184,Nadja (1994),Drama,110620.0,34574.0
185,"Net, The (1995)",Action|Crime|Thriller,113957.0,1642.0
186,Nine Months (1995),Comedy|Romance,113986.0,11472.0
187,Party Girl (1995),Comedy,114095.0,36196.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194.0,11980.0
189,Reckless (1995),Comedy|Fantasy,114241.0,58372.0
190,Safe (1995),Thriller,114323.0,32646.0
191,"Scarlet Letter, The (1995)",Drama|Romance,114345.0,10533.0
193,Showgirls (1995),Drama,114436.0,10802.0
194,Smoke (1995),Comedy|Drama,114478.0,10149.0
195,Something to Talk About (1995),Comedy|Drama|Romance,114496.0,18402.0
196,Species (1995),Horror|Sci-Fi,114508.0,9348.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558.0,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450.0,5967.0
201,Three Wishes (1995),Drama|Fantasy,114663.0,47939.0
202,Total Eclipse (1995),Drama|Romance,114702.0,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682.0,9090.0
204,Under Siege 2: Dark Territory (1995),Action,114781.0,3512.0
205,Unstrung Heroes (1995),Comedy|Drama,114798.0,52856.0
206,Unzipped (1995),Documentary,114805.0,77350.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887.0,9560.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898.0,9804.0
209,White Man's Burden (1995),Drama,114928.0,31611.0
210,Wild Bill (1995),Western,114938.0,65796.0
211,"Browning Version, The (1994)",Drama,109340.0,49805.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602.0,26258.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579.0,50797.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882.0,19155.0
215,Before Sunrise (1995),Drama|Romance,112471.0,76.0
216,Billy Madison (1995),Comedy,112508.0,11017.0
217,"Babysitter, The (1995)",Drama|Thriller,112438.0,37141.0
218,Boys on the Side (1995),Comedy|Drama,112571.0,9382.0
219,"Cure, The (1995)",Drama,112757.0,6715.0
220,Castle Freak (1995),Horror,112643.0,18256.0
222,Circle of Friends (1995),Drama|Romance,112679.0,22625.0
223,Clerks (1994),Comedy,109445.0,2292.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883.0,1909.0
225,Disclosure (1994),Drama|Thriller,109635.0,8984.0
227,Drop Zone (1994),Action|Thriller,109676.0,4954.0
228,Destiny Turns on the Radio (1995),Comedy,112854.0,62488.0
229,Death and the Maiden (1994),Drama|Thriller,109579.0,10531.0
230,Dolores Claiborne (1995),Drama|Thriller,109642.0,11929.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686.0,8467.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797.0,10451.0
233,Exotica (1994),Drama,109759.0,20156.0
234,Exit to Eden (1994),Comedy,109758.0,18395.0
235,Ed Wood (1994),Comedy|Drama,109707.0,522.0
236,French Kiss (1995),Action|Comedy|Romance,113117.0,397.0
237,Forget Paris (1995),Comedy|Romance,113097.0,10525.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028.0,27985.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198.0,15789.0
240,Hideaway (1995),Thriller,113303.0,27303.0
241,Fluke (1995),Children|Drama,113089.0,21183.0
242,Farinelli: il castrato (1994),Drama|Musical,109771.0,10954.0
243,Gordy (1995),Children|Comedy|Fantasy,113199.0,47867.0
246,Hoop Dreams (1994),Documentary,110057.0,14275.0
247,Heavenly Creatures (1994),Crime|Drama,110005.0,1024.0
248,Houseguest (1994),Comedy,110066.0,17207.0
249,Immortal Beloved (1994),Drama|Romance,110116.0,13701.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006.0,14819.0
251,"Hunted, The (1995)",Action,113360.0,32631.0
252,I.Q. (1994),Comedy|Romance,110099.0,11777.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148.0,628.0
254,Jefferson in Paris (1995),Drama,113463.0,87729.0
255,"Jerky Boys, The (1995)",Comedy,110189.0,18713.0
256,Junior (1994),Comedy|Sci-Fi,110216.0,6280.0
257,Just Cause (1995),Mystery|Thriller,113501.0,9061.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538.0,37108.0
259,Kiss of Death (1995),Crime|Drama|Thriller,113552.0,6071.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759.0,11.0
261,Little Women (1994),Drama,110367.0,9587.0
262,"Little Princess, A (1995)",Children|Drama,113670.0,19101.0
263,Ladybird Ladybird (1994),Drama,110296.0,49980.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994.0,18183.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322.0,4476.0
267,Major Payne (1995),Comedy,110443.0,11008.0
269,My Crazy Life (Mi vida loca) (1993),Drama,107566.0,32325.0
270,Love Affair (1994),Drama|Romance,110391.0,43742.0
271,Losing Isaiah (1995),Drama,113691.0,28313.0
272,"Madness of King George, The (1994)",Comedy|Drama,110428.0,11318.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836.0,3036.0
274,Man of the House (1995),Comedy,113755.0,40490.0
275,Mixed Nuts (1994),Comedy,110538.0,24070.0
276,Milk Money (1994),Comedy|Romance,110516.0,8986.0
277,Miracle on 34th Street (1994),Drama,110527.0,10510.0
278,Miami Rhapsody (1995),Comedy,113808.0,17402.0
279,My Family (1995),Drama,113896.0,38722.0
280,Murder in the First (1995),Drama|Thriller,113870.0,8438.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684.0,11593.0
282,Nell (1994),Drama,110638.0,1945.0
283,New Jersey Drive (1995),Crime|Drama,113967.0,39310.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169.0,109560.0
285,Beyond Bedlam (1993),Drama|Horror,106402.0,56428.0
287,Nina Takes a Lover (1994),Comedy|Romance,110671.0,131957.0
288,Natural Born Killers (1994),Action|Crime|Thriller,110632.0,241.0
289,Only You (1994),Comedy|Romance,110737.0,9058.0
290,Once Were Warriors (1994),Crime|Drama,110729.0,527.0
291,Poison Ivy II (1996),Drama|Thriller,114151.0,18220.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069.0,6950.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413.0,101.0
294,"Perez Family, The (1995)",Comedy|Romance,114113.0,63020.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210.0,2307.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912.0,680.0
298,Pushing Hands (Tui shou) (1992),Drama,105652.0,25296.0
299,Priest (1994),Drama,110889.0,40156.0
300,Quiz Show (1994),Drama,110932.0,11450.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129.0,30304.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963.0,10452.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214.0,12106.0
304,Roommates (1995),Comedy|Drama,114296.0,161495.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907.0,3586.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495.0,110.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394.0,108.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507.0,109.0
310,Rent-a-Kid (1995),Comedy,114268.0,36357.0
311,Relative Fear (1994),Horror|Thriller,110965.0,92769.0
312,Stuart Saves His Family (1995),Comedy,114571.0,28033.0
313,"Swan Princess, The (1994)",Animation|Children,111333.0,22586.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112.0,14334.0
315,"Specialist, The (1994)",Action|Drama|Thriller,111255.0,2636.0
316,Stargate (1994),Action|Adventure|Sci-Fi,111282.0,2164.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070.0,11395.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161.0,278.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149.0,9905.0
320,Suture (1993),Film-Noir|Thriller,108260.0,87078.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966.0,12527.0
322,Swimming with Sharks (1995),Comedy|Drama,114594.0,20306.0
324,"Sum of Us, The (1994)",Comedy|Drama,111309.0,36614.0
325,National Lampoon's Senior Trip (1995),Comedy,113936.0,27993.0
326,To Live (Huozhe) (1994),Drama,110081.0,31439.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614.0,9067.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608.0,9059.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280.0,193.0
330,Tales from the Hood (1995),Action|Crime|Horror,114609.0,25066.0
331,Tom & Viv (1994),Drama,111454.0,46797.0
332,Village of the Damned (1995),Horror|Sci-Fi,114852.0,12122.0
333,Tommy Boy (1995),Comedy,114694.0,11381.0
334,Vanya on 42nd Street (1994),Drama,111590.0,32636.0
335,Underneath (1995),Mystery|Thriller,114788.0,36141.0
336,"Walking Dead, The (1995)",Drama|War,114888.0,95963.0
337,What's Eating Gilbert Grape (1993),Drama,108550.0,1587.0
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857.0,9271.0
339,While You Were Sleeping (1995),Comedy|Romance,114924.0,2064.0
340,"War, The (1994)",Adventure|Drama|War,111667.0,19855.0
341,Double Happiness (1994),Drama,109655.0,60855.0
342,Muriel's Wedding (1994),Comedy,110598.0,236.0
343,"Baby-Sitters Club, The (1995)",Children,112435.0,48287.0
344,Ace Ventura: Pet Detective (1994),Comedy,109040.0,3049.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045.0,2759.0
346,Backbeat (1993),Drama|Musical,106339.0,12635.0
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779.0,10497.0
348,Bullets Over Broadway (1994),Comedy,109348.0,11382.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444.0,9331.0
350,"Client, The (1994)",Drama|Mystery|Thriller,109446.0,10731.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484.0,10464.0
352,Crooklyn (1994),Comedy|Drama,109504.0,34152.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506.0,9495.0
354,Cobb (1994),Drama,109450.0,29973.0
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813.0,888.0
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830.0,13.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831.0,712.0
358,Higher Learning (1995),Drama,113305.0,16295.0
359,I Like It Like That (1994),Comedy|Drama|Romance,110091.0,48992.0
360,I Love Trouble (1994),Action|Comedy,110093.0,10879.0
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167.0,10660.0
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213.0,10714.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472.0,41647.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357.0,8587.0
365,Little Buddha (1993),Drama,107426.0,1689.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686.0,11596.0
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475.0,854.0
368,Maverick (1994),Adventure|Comedy|Western,110478.0,9359.0
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588.0,23333.0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622.0,36593.0
371,"Paper, The (1994)",Comedy|Drama,110771.0,12280.0
372,Reality Bites (1994),Comedy|Drama|Romance,110950.0,2788.0
373,Red Rock West (1992),Thriller,105226.0,10427.0
374,Richie Rich (1994),Children|Comedy,110989.0,11011.0
376,"River Wild, The (1994)",Action|Thriller,110997.0,8987.0
377,Speed (1994),Action|Romance|Thriller,111257.0,1637.0
378,Speechless (1994),Comedy|Romance,111256.0,15128.0
379,Timecop (1994),Action|Sci-Fi|Thriller,111438.0,8831.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503.0,36955.0
381,When a Man Loves a Woman (1994),Drama|Romance,111693.0,10449.0
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742.0,10395.0
383,Wyatt Earp (1994),Western,111756.0,12160.0
384,Bad Company (1995),Action|Crime|Drama,112443.0,40480.0
385,"Man of No Importance, A (1994)",Drama,110455.0,52038.0
386,S.F.W. (1994),Drama,111048.0,29444.0
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399.0,26352.0
388,Boys Life (1995),Drama,112570.0,39953.0
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454.0,41580.0
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170.0,315.0
391,Jason's Lyric (1994),Crime|Drama,110186.0,22067.0
393,Street Fighter (1994),Action|Adventure|Fantasy,111301.0,11667.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027.0,8011.0
406,Federal Hill (1994),Drama,109785.0,171857.0
407,In the Mouth of Madness (1995),Horror|Thriller,113409.0,2654.0
408,8 Seconds (1994),Drama,109021.0,18069.0
409,Above the Rim (1994),Crime|Drama,109035.0,19092.0
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220.0,2758.0
412,"Age of Innocence, The (1993)",Drama,106226.0,10436.0
413,Airheads (1994),Comedy,109068.0,13595.0
414,"Air Up There, The (1994)",Comedy,109067.0,46094.0
415,Another Stakeout (1993),Comedy|Thriller,106292.0,9409.0
416,Bad Girls (1994),Western,109198.0,11853.0
417,Barcelona (1994),Comedy|Romance,109219.0,16771.0
418,Being Human (1993),Drama,106379.0,46924.0
419,"Beverly Hillbillies, The (1993)",Comedy,106400.0,11041.0
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254.0,306.0
421,Black Beauty (1994),Adventure|Children|Drama,109279.0,14522.0
422,Blink (1994),Thriller,109297.0,26203.0
423,Blown Away (1994),Action|Thriller,109303.0,178.0
424,Blue Chips (1994),Drama,109305.0,19819.0
425,Blue Sky (1994),Drama|Romance,109306.0,57834.0
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452.0,4722.0
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471.0,18215.0
428,"Bronx Tale, A (1993)",Drama,106489.0,1607.0
429,Cabin Boy (1994),Comedy,109361.0,26391.0
430,Calendar Girl (1993),Comedy|Drama,106505.0,117553.0
431,Carlito's Way (1993),Crime|Drama,106519.0,6075.0
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439.0,11310.0
433,Clean Slate (1994),Comedy,109443.0,18658.0
434,Cliffhanger (1993),Action|Adventure|Thriller,106582.0,9350.0
435,Coneheads (1993),Comedy|Sci-Fi,106598.0,9612.0
436,Color of Night (1994),Drama|Thriller,109456.0,2124.0
437,Cops and Robbersons (1994),Comedy,109480.0,26261.0
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493.0,19176.0
440,Dave (1993),Comedy|Romance,106673.0,11566.0
441,Dazed and Confused (1993),Comedy,106677.0,9571.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697.0,9739.0
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834.0,34444.0
445,Fatal Instinct (1993),Comedy,106873.0,26141.0
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332.0,10997.0
448,Fearless (1993),Drama,106881.0,10443.0
449,Fear of a Black Hat (1994),Comedy,106880.0,20239.0
450,With Honors (1994),Comedy|Drama,111732.0,16297.0
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926.0,18551.0
452,Widows' Peak (1994),Drama,111712.0,25440.0
453,For Love or Money (1993),Comedy|Romance,106941.0,9024.0
454,"Firm, The (1993)",Drama|Thriller,106918.0,37233.0
455,Free Willy (1993),Adventure|Children|Drama,106965.0,1634.0
456,Fresh (1994),Crime|Drama|Thriller,109842.0,13815.0
457,"Fugitive, The (1993)",Thriller,106977.0,5503.0
458,Geronimo: An American Legend (1993),Drama|Western,107004.0,35588.0
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890.0,2087.0
460,Getting Even with Dad (1994),Comedy,109891.0,41579.0
461,Go Fish (1994),Drama|Romance,109913.0,18620.0
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076.0,2019.0
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144.0,9255.0
467,Live Nude Girls (1995),Comedy,113674.0,26271.0
